/Users/helena/metadata_exp/exp1groupAsub10,Task #1,119,24,6,15,13,2,2,2
/Users/helena/metadata_exp/exp1groupAsub10,Task #2,146,25,5,16,11,2,4,4
/Users/helena/metadata_exp/exp1groupAsub10,Task #3,164,31,6,16,11,2,6,6
/Users/helena/metadata_exp/exp1groupAsub10,Task #4,263,79,11,16,12,1,8,8
/Users/helena/metadata_exp/exp1groupAsub10,Task #5,318,92,15,16,12,1,12,12
/Users/helena/metadata_exp/exp1groupAsub10,Task #6 - Complemento,402,119,19,16,12,1,16,16
/Users/helena/metadata_exp/exp1groupAsub10,Task #7,425,123,22,20,13,1,18,18
/Users/helena/metadata_exp/exp1groupAsub10,Task #8,463,129,24,21,15,1,20,20
/Users/helena/metadata_exp/exp1groupAsub10,Task #9,523,148,24,26,17,1,20,20
/Users/helena/metadata_exp/exp1groupAsub10,Task #10,576,162,26,26,17,1,22,22
/Users/helena/metadata_exp/exp1groupAsub5,Task 1,85,16,4,13,10,1,1,1
/Users/helena/metadata_exp/exp1groupAsub5,Task 2,136,23,5,13,10,1,3,3
/Users/helena/metadata_exp/exp1groupAsub5,Task 3,144,27,6,13,10,1,4,4
/Users/helena/metadata_exp/exp1groupAsub5,Task 4,194,48,7,13,10,1,6,6
/Users/helena/metadata_exp/exp1groupAsub5,Task 5,235,63,9,13,10,1,10,10
/Users/helena/metadata_exp/exp1groupAsub5,Task 6,277,87,11,13,10,1,14,14
/Users/helena/metadata_exp/exp1groupAsub5,Task 7,299,91,13,13,10,1,16,16
/Users/helena/metadata_exp/exp1groupAsub5,Task 8,329,97,15,14,12,1,18,18
/Users/helena/metadata_exp/exp1groupAsub5,Task 9,359,118,15,14,12,1,18,18
/Users/helena/metadata_exp/exp1groupAsub5,Task 10,409,123,19,14,15,5,23,22
/Users/helena/metadata_exp/exp1groupAsub7,Task 1,112,20,6,13,13,2,2,2
/Users/helena/metadata_exp/exp1groupAsub7,Task 2,167,34,8,19,15,2,4,4
/Users/helena/metadata_exp/exp1groupAsub7,Task 3,194,40,9,23,16,4,6,6
/Users/helena/metadata_exp/exp1groupAsub7,Task 4,233,50,11,23,16,4,8,8
/Users/helena/metadata_exp/exp1groupAsub7,Task 5,338,60,16,43,27,7,12,12
/Users/helena/metadata_exp/exp1groupAsub7,Task 6,412,70,18,43,27,7,16,16
/Users/helena/metadata_exp/exp1groupAsub7,Task 7,462,79,19,59,29,12,18,18
/Users/helena/metadata_exp/exp1groupAsub7,Task 8,523,92,22,82,34,13,20,20
/Users/helena/metadata_exp/exp1groupAsub7,Task 9,564,99,22,97,36,13,20,20
/Users/helena/metadata_exp/exp1groupAsub7,Task 10,813,145,95,66,52,12,36,36
/Users/helena/metadata_exp/exp1groupAsub8,Task1,168,35,9,26,22,3,2,2
/Users/helena/metadata_exp/exp1groupAsub8,Task2,288,64,15,42,35,5,2,2
/Users/helena/metadata_exp/exp1groupAsub8,Task3,443,105,21,68,52,7,2,2
/Users/helena/metadata_exp/exp1groupAsub8,Task4,608,155,27,103,71,9,2,2
/Users/helena/metadata_exp/exp1groupAsub8,Task5,772,197,34,141,89,11,2,2
/Users/helena/metadata_exp/exp1groupAsub8,Task6,959,250,41,186,108,13,2,2
/Users/helena/metadata_exp/exp1groupAsub8,Task7,1206,311,50,248,130,15,2,2
/Users/helena/metadata_exp/exp1groupAsub8,Task8,1365,350,59,280,147,17,2,2
/Users/helena/metadata_exp/exp1groupAsub8,Task9 complement,1509,383,64,298,161,19,2,2
/Users/helena/metadata_exp/exp1groupAsub8,Task10,1683,420,71,325,177,22,2,2
/Users/helena/metadata_exp/exp1groupAsub9,Task 1,103,20,4,15,12,2,2,2
/Users/helena/metadata_exp/exp1groupAsub9,Task 2,218,46,17,24,27,6,10,6
/Users/helena/metadata_exp/exp1groupAsub9,Task 3,276,57,24,30,30,7,15,9
/Users/helena/metadata_exp/exp1groupAsub9,Task 4,377,74,31,33,33,9,20,12
/Users/helena/metadata_exp/exp1groupAsub9,Task 5,472,92,45,34,39,12,30,18
/Users/helena/metadata_exp/exp1groupAsub9,Task 6,558,114,59,22,36,16,32,24
/Users/helena/metadata_exp/exp1groupAsub9,Task 7,597,119,67,25,39,16,36,27
/Users/helena/metadata_exp/exp1groupAsub9,Task 8,681,114,59,19,41,26,38,29
/Users/helena/metadata_exp/exp1groupAsub9,Task 9,725,125,59,21,45,29,38,29
/Users/helena/metadata_exp/exp1groupAsub9,Task 10,765,131,56,21,47,30,52,42
/Users/helena/metadata_exp/exp1groupBsub10,Task 1,127,22,7,17,16,4,8,8
/Users/helena/metadata_exp/exp1groupBsub10,Task 2,200,36,10,26,22,7,14,14
/Users/helena/metadata_exp/exp1groupBsub10,Task 3,263,50,12,44,26,9,17,17
/Users/helena/metadata_exp/exp1groupBsub10,Task 4,375,74,16,68,34,13,24,24
/Users/helena/metadata_exp/exp1groupBsub10,Task 5,465,94,20,163,44,18,35,35
/Users/helena/metadata_exp/exp1groupBsub10,Task 6,562,113,24,258,54,23,46,46
/Users/helena/metadata_exp/exp1groupBsub10,Task 7,682,124,38,279,62,28,67,66
/Users/helena/metadata_exp/exp1groupBsub10,Task 8,816,151,44,312,72,32,76,75
/Users/helena/metadata_exp/exp1groupBsub10,Task 9,1034,182,56,374,80,38,86,83
/Users/helena/metadata_exp/exp1groupBsub10,Task 10,1105,207,60,421,90,43,95,92
/Users/helena/metadata_exp/exp1groupBsub11,Task 1,138,21,6,24,18,5,10,10
/Users/helena/metadata_exp/exp1groupBsub11,Task 2,191,38,8,62,25,7,14,14
/Users/helena/metadata_exp/exp1groupBsub11,Task 3,210,43,9,81,27,8,17,17
/Users/helena/metadata_exp/exp1groupBsub11,Task 4,261,59,10,137,32,10,21,21
/Users/helena/metadata_exp/exp1groupBsub11,Task 5,352,79,14,339,43,15,34,34
/Users/helena/metadata_exp/exp1groupBsub11,Task 6,439,98,18,642,54,20,45,45
/Users/helena/metadata_exp/exp1groupBsub11,Task 7,472,104,21,788,58,22,48,48
/Users/helena/metadata_exp/exp1groupBsub11,Fix tests fail from task 8,538,118,25,815,64,23,52,52
/Users/helena/metadata_exp/exp1groupBsub11,Task 9,602,137,25,944,70,24,52,52
/Users/helena/metadata_exp/exp1groupBsub11,Update esfinge metadata version to 1.5.7,655,150,26,1220,77,27,57,57
/Users/helena/metadata_exp/exp1groupBsub5,Task 1,159,23,7,17,16,4,8,8
/Users/helena/metadata_exp/exp1groupBsub5,Task 2,241,41,10,29,23,7,14,14
/Users/helena/metadata_exp/exp1groupBsub5,Task 3,342,65,15,55,30,9,19,19
/Users/helena/metadata_exp/exp1groupBsub5,Task 4,450,90,19,72,36,12,25,25
/Users/helena/metadata_exp/exp1groupBsub5,Task 5,604,112,27,125,50,19,44,42
/Users/helena/metadata_exp/exp1groupBsub5,Task 6,785,144,37,197,67,26,59,57
/Users/helena/metadata_exp/exp1groupBsub5,Task 7,871,157,41,256,74,28,65,63
/Users/helena/metadata_exp/exp1groupBsub5,Task 9,986,185,45,329,81,29,68,66
/Users/helena/metadata_exp/exp1groupBsub5,Task 10,1096,205,48,394,90,33,75,73
/Users/helena/metadata_exp/exp1groupBsub5,Task 8,1168,224,50,394,90,33,76,74
/Users/helena/metadata_exp/exp1groupBsub7,Task #1,125,19,8,15,16,4,7,7
/Users/helena/metadata_exp/exp1groupBsub7,Task #2,203,34,11,22,23,7,13,13
/Users/helena/metadata_exp/exp1groupBsub7,Task #3,231,39,12,29,25,8,17,17
/Users/helena/metadata_exp/exp1groupBsub7,Task #4,345,72,16,45,33,12,24,24
/Users/helena/metadata_exp/exp1groupBsub7,Task #5,433,89,20,140,43,17,40,38
/Users/helena/metadata_exp/exp1groupBsub7,Task #6,521,106,24,235,53,22,52,50
/Users/helena/metadata_exp/exp1groupBsub7,Task #7,564,112,27,250,58,24,57,55
/Users/helena/metadata_exp/exp1groupBsub7,Task #8,686,137,34,320,74,31,68,66
/Users/helena/metadata_exp/exp1groupBsub7,Task #9,804,166,39,320,76,32,75,72
/Users/helena/metadata_exp/exp1groupBsub7,Task 10,896,183,43,359,86,37,85,81
/Users/helena/metadata_exp/exp1groupBsub9,Task 1 (complete),181,32,8,26,22,7,13,13
/Users/helena/metadata_exp/exp1groupBsub9,Task 2,293,54,14,65,33,12,22,22
/Users/helena/metadata_exp/exp1groupBsub9,Task 3,321,59,16,72,35,13,27,27
/Users/helena/metadata_exp/exp1groupBsub9,Task 4,433,88,19,96,43,17,35,35
/Users/helena/metadata_exp/exp1groupBsub9,Task 5,552,106,29,192,55,22,55,54
/Users/helena/metadata_exp/exp1groupBsub9,Task 6,645,124,34,287,65,27,69,68
/Users/helena/metadata_exp/exp1groupBsub9,Task 7 (com correções),773,146,41,342,76,31,82,80
/Users/helena/metadata_exp/exp1groupBsub9,Task 8,918,172,46,401,90,37,92,90
/Users/helena/metadata_exp/exp1groupBsub9,Task 9,1038,195,52,435,95,39,101,97
/Users/helena/metadata_exp/exp1groupBsub9,Task 10,1149,216,56,482,105,44,110,106
